2015-04-26 23:56:09,509 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:35312
2015-04-26 23:56:09,510 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:35312
2015-04-26 23:56:09,515 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x14cf639ef030002 with negotiated timeout 40000 for client /127.0.0.1:35312
2015-04-26 23:56:09,553 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x14cf639ef030002 type:create cxid:0x1 zxid:0xae4 txntype:-1 reqpath:n/a Error Path:/hbase/replication/rs Error:KeeperErrorCode = NodeExists for /hbase/replication/rs
2015-04-26 23:56:13,274 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:35313
2015-04-26 23:56:13,279 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:35313
2015-04-26 23:56:13,295 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x14cf639ef030003 with negotiated timeout 40000 for client /127.0.0.1:35313
2015-04-26 23:56:13,342 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:35314
2015-04-26 23:56:13,343 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:35314
2015-04-26 23:56:13,346 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x14cf639ef030004 with negotiated timeout 40000 for client /127.0.0.1:35314
2015-04-26 23:56:13,829 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x14cf639ef030003 type:create cxid:0x9 zxid:0xae7 txntype:-1 reqpath:n/a Error Path:/hbase/online-snapshot/acquired Error:KeeperErrorCode = NodeExists for /hbase/online-snapshot/acquired
2015-04-26 23:56:15,035 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:35317
2015-04-26 23:56:15,037 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:35317
2015-04-26 23:56:15,049 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x14cf639ef030005 with negotiated timeout 40000 for client /127.0.0.1:35317
2015-04-26 23:56:15,159 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:35318
2015-04-26 23:56:15,168 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:35318
2015-04-26 23:56:15,171 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x14cf639ef030006 with negotiated timeout 40000 for client /127.0.0.1:35318
2015-04-26 23:56:16,003 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030002, timeout of 40000ms exceeded
2015-04-26 23:56:16,005 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030000, timeout of 40000ms exceeded
2015-04-26 23:56:16,006 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030007, timeout of 40000ms exceeded
2015-04-26 23:56:16,006 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030004, timeout of 40000ms exceeded
2015-04-26 23:56:16,006 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030001, timeout of 40000ms exceeded
2015-04-26 23:56:16,007 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030003, timeout of 40000ms exceeded
2015-04-26 23:56:16,007 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030005, timeout of 40000ms exceeded
2015-04-26 23:56:16,007 [myid:] - INFO  [SessionTracker:ZooKeeperServer@347] - Expiring session 0x14cd22e14030006, timeout of 40000ms exceeded
2015-04-26 23:56:16,008 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030002
2015-04-26 23:56:16,008 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030000
2015-04-26 23:56:16,009 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030007
2015-04-26 23:56:16,009 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030004
2015-04-26 23:56:16,010 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030001
2015-04-26 23:56:16,010 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030003
2015-04-26 23:56:16,011 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030005
2015-04-26 23:56:16,011 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x14cd22e14030006
2015-04-26 23:56:39,502 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x14cf639ef030000 type:create cxid:0x2aa zxid:0xb4b txntype:-1 reqpath:n/a Error Path:/hbase/namespace/default Error:KeeperErrorCode = NodeExists for /hbase/namespace/default
2015-04-26 23:56:39,623 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x14cf639ef030000 type:create cxid:0x2ad zxid:0xb4d txntype:-1 reqpath:n/a Error Path:/hbase/namespace/hbase Error:KeeperErrorCode = NodeExists for /hbase/namespace/hbase
2015-04-26 23:57:06,204 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:35607
2015-04-26 23:57:06,229 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@868] - Client attempting to establish new session at /127.0.0.1:35607
2015-04-26 23:57:06,249 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@617] - Established session 0x14cf639ef030007 with negotiated timeout 40000 for client /127.0.0.1:35607
